 EMILI Output File
 ------------------------------------
 Input Line List: zone-MYSO-emi.in
 Input Matched List: zone-MYSO-emi.match
 Results List: zone-MYSO-emi.out
 Short Results List: zone-MYSO-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    171.206421    
 irvcor 2:    160.233536    
 irvcor 3:    159.780563    
 irvcor 4:    160.551498    
 irvcor 5:    160.551498    

Observed Line:  4609.12  6.9E-04  S/N:     9.56 FWHM:  30.2
   4606.67 |    4607.030 [Fe III]   1746940929     38  4.1E-01 -23.7 3/0 5A
   8696.31 |    8698.706  Fe I]     1744941102     24  3.1E-06 -82.8 7/0 * 
   8696.30 |    8698.790  O  II      537984055    262  2.8E-06 -86.0 1/0 9 
   8696.32 |    8698.850  Cr II     1612294587      6  1.0E-06 -87.3 6/0 * 
   8695.99 |    8698.850  Ca I      1342546965      6  1.8E-06 -98.7 2/1 8  8705.860 -94.0
   8696.32 |    8699.220  Fe II]    1746372961     22  1.8E-06-100.1 4/0 * 
   8696.31 |    8699.280  Fe I      1745018975      8  5.6E-05-102.6 */2 6  8950.189 -94.1 8632.414 -97.0
   8696.31 |    8699.455  Fe I      1745169533      8  3.9E-05-108.6 5/0 9 
   8696.30 |    8699.500  C  IV      405900343      5  3.8E-06-110.5 0/0 8 
   8695.99 |    8699.310  Ca I      1342551062      6  1.8E-06-114.6 2/0 * 
   8695.99 |    8699.380  Ca I      1342559255      6  1.8E-06-117.0 1/0 9 
   8696.32 |    8699.880$ Ni II     1880620352      6  3.1E-06-122.8 0/0 8 
   8696.30 |    8700.000  Si XI      950069303    258  2.1E-06-127.7 2/0 * 
   8696.32 |    8700.350  Fe II]    1746255097     22  5.1E-06-139.0 3/0 * 
   8696.31 |    8700.439$ Ni I      1879314516      7  1.4E-06-142.5 0/0 8 
   8696.31 |    8700.583$ Fe I      1745634546      7  2.7E-05-147.5 0/0 7 
   8696.31 |    8700.733$ Ni I      1879313492      7  1.4E-06-152.7 0/0 8 
   8695.99 |    8700.570  Ca I      1342691653      6  5.9E-07-158.0 0/0 8 
   8696.32 |    8700.960$ Ar I      1208234011      6  1.9E-06-160.0 0/0 8 
   8696.32 |    8701.000$ Ar I      1208235035      4  1.9E-06-161.4 0/0 8 
   8696.31 |    8700.993  Fe I      1745570020      7  2.7E-05-161.6 4/0 9 
   8696.32 |    8701.300* C  II      403820593      5  5.8E-04-171.7 0/0 6 
   8696.30 |    8701.406  He II      135439402      7  3.2E-04-176.1 0/0 6 
   8696.31 | >  8703.870 [Ni II]    1880110087     38  7.6E-03-260.7 0/0 0<

Observed Line:  8708.10  2.2E-03  S/N:     9.78 FWHM:  28.4
   8703.45 |    8702.767$ Fe I      1745632497      7  2.7E-05  23.6 0/0 8 
+  8703.46 |    8703.247  N  I       469777414    263  1.0E-04   7.5 7/2 3A 8711.703   4.7 8718.837   4.5
+  8703.45 |    8703.650$ Si I       939601936      7  2.7E-05  -6.9 0/0 5C
+  8703.45 |    8703.690 [Cr II]    1611694088     38  1.1E-03  -8.2 8/0 5C
   8703.45 |    8703.870 [Ni II]    1880110087     38  7.6E-03 -14.4 0/0 4B
   8703.46 |    8704.030  Fe II     1746101396      6  1.2E-03 -19.5 6/0 7 
   8703.46 |    8704.112$ Ne I       671113225    648  6.0E-05 -22.3 0/0 7 
   8703.45 |    8704.383  Fe I      1745503448      8  2.8E-05 -32.1 4/0 * 
   8703.46 |    8704.500  Fe II     1746294048      6  1.6E-04 -35.7 5/1 8  8375.640 -36.2
   8703.46 | >  8706.330  Fe II]    1745978433     23  3.7E-04 -98.8 7/0 0<

Observed Line:  8716.48  2.9E-03  S/N:    17.90 FWHM:  33.2
   8711.82 |    8709.587* Mg II      806405138    262  8.3E-05  76.9 0/0 6 
   8711.51 |    8710.820  Ca I      1342303249    262  2.0E-06  23.7 5/0 9 
   8711.51 |    8710.890  Ca I      1342692704      6  5.9E-07  21.3 0/0 7 
   8711.83 |    8711.330  Mn I      1677981784      6  1.6E-07  17.2 3/0 9 
   8711.51 |    8711.030  Ca I      1342538775      6  1.8E-06  16.5 1/0 7 
   8711.82 |    8711.400  S  IV     1076944948    261  1.7E-07  14.4 2/0 8 
+  8711.83 |    8711.601  Fe I      1745492176      8  2.8E-05   7.8 3/0 5 
+  8711.84 |    8711.703  N  I       469778439    263  1.0E-04   4.7 7/2 1A 8703.247   7.5 8718.837   4.5
+  8711.51 |    8711.440  Ca I      1342814664      6  4.8E-07   2.4 1/0 5 
+  8711.83 |    8711.830 [V  II]    1544613927     54  2.4E-05  -0.1 5/1 3B 8684.420 -17.2
+  8711.51 |    8711.540  Ti I      1476635768      6  1.6E-07  -1.1 4/2 3B 8629.290   0.5 8680.350   0.2
+  8711.84 |    8711.880  Cr II     1612380667      6  9.7E-07  -1.4 5/1 5  8498.380  -8.3
+  8711.83 |    8711.870  Mg I]      805431311     22  2.8E-07  -1.4 0/0 4D
+  8711.84 |    8712.010$ Ni II     1880533276      6  3.1E-06  -5.9 0/0 4D
+  8711.83 |    8712.050  Mn I      1677981785      6  1.6E-07  -7.6 3/0 7 
   8711.84 |    8712.186  Fe II]    1746144457     23  1.3E-05 -11.9 7/0 6 
   8711.84 |    8712.280$ Ni II     1880548604      6  3.1E-06 -15.2 0/0 5 
   8711.83 |    8712.275  Fe I      1745489100      7  2.8E-05 -15.4 9/1 5  8789.660 -10.1
   8711.83 |    8712.300  Al I       872499215      5  3.3E-06 -16.2 1/0 7 
   8711.84 |    8712.530  Cr II     1612091705      6  1.7E-06 -23.8 9/0 9 
   8711.84 |    8712.600  Co II     1813228765      5  2.1E-07 -26.2 0/0 8 
   8711.84 |    8712.670  Ni II     1880430776      6  3.3E-06 -28.6 2/0 9 
   8711.83 |    8712.676  Mg I       805378058    263  3.0E-05 -29.2 5/0 8 
   8711.83 |    8712.689  Mg I       805377034    263  3.0E-05 -29.6 5/0 8 
   8711.51 |    8712.370  Ca I      1342690600      6  5.9E-07 -29.7 0/0 8 
   8711.51 |    8712.415* Ca I      1342688437      6  6.2E-07 -31.2 0/0 8 
   8711.83 |    8712.890  Fe I]     1745418430     24  3.6E-07 -36.6 8/0 * 
   8711.82 |    8712.900  Ne II      672207926    262  3.9E-07 -37.2 7/0 * 
   8711.82 |    8712.970$ Ne II      672357491      6  3.9E-07 -39.7 0/0 8 
   8711.51 |    8712.710  Ca I      1342822857      6  4.8E-07 -41.4 1/0 9 
   8711.83 |    8713.030  Mn I      1677981786      6  1.6E-07 -41.4 2/0 * 
   8711.51 |    8712.850  Ca I      1342530582      6  1.8E-06 -46.2 2/0 9 
   8711.83 |    8713.187  Fe I]     1744939053     24  3.2E-06 -46.8 4/0 9 
   8711.82 |    8713.190$ Ne II      672356467      6  3.9E-07 -47.2 0/0 8 
   8711.83 |    8713.208  Fe I      1745179776      8  3.9E-05 -47.5 */1 7  8790.521 -39.4
   8711.82 |    8713.260$ Ne II      672357492      6  3.9E-07 -49.6 0/0 8 
   8711.84 |    8713.320  Mn II     1679086850      6  9.0E-07 -51.0 2/0 * 
   8711.84 | >  8714.066  Fe II]    1745951792     23  8.0E-04 -76.6 5/0 0<

Observed Line:  8723.61  1.3E-03  S/N:    16.25 FWHM:  35.0
   8718.95 |    8717.803  Mg I       805378059    263  3.0E-05  39.6 4/0 8 
   8718.95 |    8717.817  Mg I       805377035    263  3.0E-05  39.1 4/0 8 
   8718.95 |    8717.825  Mg I       805376011    263  3.0E-05  38.9 2/0 8 
   8718.97 |    8718.000$ Ni II     1880495386      6  3.1E-06  33.3 0/0 7 
   8718.94 |    8718.000  C  IV      405877806      4  3.8E-06  32.5 0/0 7 
   8718.94 |    8718.000$ O  III     539138188      4  5.6E-06  32.5 0/0 7 
   8718.95 |    8718.014  Fe I      1745570023      7  2.7E-05  32.4 2/0 8 
   8718.97 |    8718.100  Ni II     1880496351      6  3.1E-06  29.8 1/0 8 
   8718.95 |    8718.259  Fe I]     1745355957     24  3.8E-07  23.9 3/0 * 
   8718.94 |    8718.290  O  II      538108003    262  2.8E-06  22.5 2/0 9 
   8718.97 |    8718.322  Fe II]    1746323791     23  2.0E-06  22.2 */1 8  8775.611  37.7
   8718.95 |    8718.557  Fe I]     1745380538     24  3.7E-07  13.7 8/0 8 
   8718.63 |    8718.270  Ca I      1342810568      6  4.8E-07  12.6 1/0 7 
+  8718.95 |    8718.710  Cr I      1610845284      6  6.9E-07   8.4 5/0 7 
+  8718.63 |    8718.410  Ca I      1342818761      6  4.8E-07   7.7 1/0 6 
+  8718.95 |    8718.770  Mn I      1678197979      6  1.3E-07   6.3 1/0 6 
+  8718.97 |    8718.830$ Ni II     1880531224      6  3.1E-06   4.7 0/0 3B
+  8718.97 |    8718.837  N  I       469779464    263  1.0E-04   4.5 4/2 1A 8711.703   4.7 8683.403  18.4
+  8718.63 |    8718.580  Ca I      1342692716      6  5.9E-07   1.9 0/0 4C
+  8718.94 |    8719.020  Ne II      672227385    262  3.9E-07  -2.6 6/0 6 
+  8718.97 |    8719.150$ Ni II     1880548607      6  3.1E-06  -6.3 0/0 4C
   8718.97 |    8719.425  Fe II]    1746147533     23  1.3E-05 -15.8 8/0 6 
   8718.97 |    8719.430  Fe II]    1746206957     22  7.0E-06 -15.9 4/0 7 
   8718.97 |    8719.830  Ni II]    1880234069     22  1.1E-07 -29.7 2/0 * 
   8718.95 |    8719.840  Fe I]     1745637621     24  2.8E-07 -30.5 8/0 * 
   8718.97 |    8720.000$ Ni II     1880621377      6  3.1E-06 -35.5 0/0 7 
   8718.95 |    8720.057  Fe I]     1745493202     24  3.2E-07 -38.0 3/1 9  8811.438 -41.3
   8718.97 |    8720.140  Cr II     1611806826      6  3.5E-05 -40.4 7/1 7  8685.050 -38.5
   8718.63 |    8719.980  Ca I      1342809544      6  4.8E-07 -46.3 1/0 9 
   8718.63 |    8720.000  Ca I      1342522390      6  1.8E-06 -47.0 2/0 9 
   8718.63 |    8720.010  Ca I      1342817737      6  4.8E-07 -47.3 1/0 9 
   8718.63 |    8720.090  Ca I      1342690607      6  5.9E-07 -50.1 0/0 8 
   8718.97 | >  8720.683  Fe II     1746053225      7  2.7E-03 -59.0 4/0 0<

Observed Line:  8732.11  3.0E-03  S/N:    16.96 FWHM:  33.1
   8727.45 |    8727.120 [Cr II]    1611734052     38  3.3E-04  11.3 3/0 8C
+  8727.13 |    8727.120 [C  I]      402658308     54  4.2E-03   0.3 0/0 3A
   8727.46 |    8728.900 [Fe III]   1746950150     37  1.6E-01 -49.4 1/0 6B
   8727.44 | >  8729.900 [Fe VII]   1751130116     53  1.2E-03 -84.5 0/0 0<

Observed Line:  8738.45  2.6E-04  S/N:    12.84 FWHM:  32.9
   8733.80 |    8732.690 [Cr III]   1612734479     54  1.9E-03  38.1 1/0 8C
+  8733.80 |    8734.000 [V  III]   1545607170     53  3.2E-04  -6.9 8/0 7A
   8733.80 |    8734.820  He I       134368272      6  1.0E-04 -35.1 0/0 8C
   8733.79 |    8734.822 [Fe II]    1745935389     39  6.8E-02 -35.6 4/0 7A
   8733.78 |    8734.980  Mg II      806381582    262  1.0E-04 -41.3 2/0 * 
   8733.79 | >  8736.020* Mg I       805380108    263  3.0E-05 -76.7 0/0 0<

Observed Line:  8743.66  3.4E-04  S/N:    12.08 FWHM:  35.3
   8739.01 |    8738.000  C  II      403931292    260  5.8E-04  34.5 9/0 9D
   8739.01 |    8738.160  Fe II     1746442619      6  1.1E-04  29.0 7/0 * 
+  8738.99 |    8739.067 [Fe II]    1745941545     39  4.4E-02  -2.5 0/0 1A
   8739.01 |    8739.970* He I       134365198      6  1.0E-04 -33.1 0/0 8B
   8738.99 |    8740.190 [V  II]    1544599564     54  6.7E-05 -41.1 5/0 * 
   8739.01 |    8740.400  He I       134370321      5  1.0E-04 -47.9 0/0 8B
   8739.01 | >  8742.000  C  II      403931293    260  5.8E-04-102.8 9/0 0<

Observed Line:  8755.14  1.6E-02  S/N:    23.89 FWHM:  32.9
   8739.01 | >  8742.000  C  II      403931293    260  5.8E-04-102.8 9/0 0<

Observed Line:  8781.39  2.2E-04  S/N:     3.54 FWHM:  23.0
   8776.38 |    8774.760* Ca I      1342676060    262  7.3E-07  55.5 0/0 8 
   8776.70 |    8775.590  Fe I      1745549540      6  2.8E-05  38.0 4/0 9 
   8776.71 |    8775.611  Fe II]    1746320717     23  2.1E-06  37.7 5/0 * 
   8776.71 |    8775.650  Cr II     1612370409      6  9.8E-07  36.4 4/0 * 
   8776.70 |    8775.700  Cr I      1610906743      6  6.2E-07  34.3 1/0 9 
   8776.70 |    8775.715  Fe I]     1744934954     24  3.4E-06  33.7 2/0 * 
   8776.71 |    8776.090  Cr II     1611751482      6  1.7E-04  21.4 2/0 6 
+  8776.70 |    8776.293$ Fe I      1745595630      7  2.7E-05  14.0 0/0 4B
+  8776.38 |    8776.380  Ca I      1342690667      6  5.9E-07   0.1 0/0 4B
+  8776.71 |    8776.733* He I       134342666    262  1.0E-04  -0.6 0/0 2A
+  8776.71 |    8776.800  Si II      940674138      5  5.8E-05  -2.9 3/0 5D
   8776.71 |    8777.260  Fe II]    1746432373     22  1.6E-06 -18.6 7/0 8 
   8776.71 |    8777.570  Fe II]    1746141384     22  1.3E-05 -29.2 7/0 8 
   8776.38 |    8777.274 [Ti I]     1476410371     39  3.1E-06 -30.5 3/0 9 
   8776.71 |    8778.010  C  II      403929246    262  5.8E-04 -44.3 6/0 8 
   8776.69 |    8778.000  O  V       541171791    260  1.3E-05 -44.7 4/0 9 
   8776.38 |    8777.825* Ca I      1342688449      6  6.2E-07 -49.3 0/0 8 
   8776.71 |    8778.260  Fe II     1746430322      6  1.1E-04 -52.8 2/0 8 
   8776.38 |    8778.000  Ca I      1342689495      4  6.1E-07 -55.3 0/0 8 
   8776.71 |    8778.732$ Ne I       671109129    648  6.0E-05 -68.9 0/0 6 
   8776.71 | >  8780.630  Fe II     1746430323      6  1.1E-04-133.8 4/0 0<

Observed Line:  8794.06  8.4E-04  S/N:    17.94 FWHM:  32.8
   8789.36 |    8788.290  O  II      538046534    262  2.8E-06  36.4 6/0 * 
   8789.38 |    8788.400$ Ar I      1208166425      5  1.9E-06  33.4 0/0 8 
   8789.04 |    8788.310  Ca I      1342690690      6  5.9E-07  25.1 0/0 8 
   8789.36 |    8788.850$ O  II      538077272      6  2.8E-06  17.3 0/0 7D
+  8789.38 |    8789.180  Cr II     1612292538      6  1.0E-06   6.8 9/0 7D
+  8789.38 |    8789.305  Fe II]    1746145482     23  1.3E-05   2.5 4/0 5A
+  8789.37 |    8789.560  Cr I      1610737712      6  1.3E-06  -6.6 4/0 7D
+  8789.37 |    8789.660  Fe I      1745476811      8  2.9E-05 -10.1 5/0 6B
   8789.38 |    8790.050  C  II      403928223    262  5.8E-04 -22.9 3/0 7D
   8789.37 |    8790.041$ Fe I      1745664252      7  2.7E-05 -23.1 0/0 7D
   8789.04 |    8789.880 [Ti II]    1477475345     54  1.2E-05 -28.5 3/1 8  8696.330 -11.8
   8789.04 |    8789.940  Ca I      1342690695      6  5.9E-07 -30.6 0/0 8 
   8789.04 |    8789.970  Ca I      1342464023      6  1.8E-06 -31.6 1/0 9 
   8789.37 |    8790.389$ Si I       939624472      7  2.6E-05 -34.9 0/0 7D
   8789.37 |    8790.521  Fe I      1745173632      8  3.9E-05 -39.4 7/2 6B 8713.208 -47.5 8519.059 -43.9
   8789.38 |    8790.570  Ni II     1880244314      6  5.5E-06 -40.7 3/0 * 
   8789.38 |    8790.680  Fe II]    1746315575     22  2.5E-06 -44.4 5/0 * 
   8789.37 | >  8792.120 [Cr II]    1611695113     38  1.1E-03 -94.0 5/0 0<

Observed Line:  8814.93  4.2E-04  S/N:    13.39 FWHM:  35.1
   8810.24 |    8809.330$ Ni II     1880491295      6  3.1E-06  30.9 0/0 8 
   8810.22 |    8809.415$ Ni I      1879111721      7  3.5E-06  27.6 0/0 8 
   8810.22 |    8809.572$ Fe I      1745548519      7  2.8E-05  22.2 0/0 7 
   8810.24 |    8809.826  Fe II     1746052201      7  2.7E-03  14.0 3/0 6C
   8810.24 |    8809.900$ Ne I       671345685      5  6.0E-05  11.5 0/0 5B
+  8810.22 |    8810.000  S  I      1073902689    260  8.2E-06   7.6 5/0 7 
+  8810.22 |    8810.150  Fe I      1745512666      6  2.8E-05   2.5 0/0 3A
   8810.24 |    8810.560  Fe II]    1746209005     22  7.1E-06 -11.0 0/0 6C
   8810.24 |    8810.830  Fe II     1746281748      6  1.8E-04 -20.2 4/0 8 
   8810.24 |    8810.990  Fe II     1746060392      6  2.5E-03 -25.6 0/0 6C
   8810.21 |    8811.100  O  III     539186374    261  5.6E-06 -30.1 9/0 * 
   8810.24 | >  8811.942  Fe II]    1745945645     23  1.1E-03 -58.0 4/1 0< 8895.506 -62.5

Observed Line:  8855.53  1.2E-03  S/N:     9.12 FWHM:  28.7
   8850.80 |    8850.111  Fe I      1744953401      8  1.0E-04  23.5 2/0 * 
+  8850.82 |    8850.890 [Mn III]   1679839241     38  2.6E-04  -2.5 4/0 6B
   8850.80 |    8851.153 [Fe II]    1745933335     39  7.5E-02 -11.8 1/0 5A
   8850.80 |    8851.822 [Fe II]    1745935390     55  6.8E-02 -34.5 6/1 7C 8734.822 -35.6
   8850.80 |    8852.420 [Co II]    1813014543     54  3.5E-04 -54.8 5/0 9D
   8850.82 | >  8854.113* He I       134357006      6  1.0E-04-111.7 0/0 0<

Observed Line:  8865.68  4.9E-03  S/N:     1.42 FWHM:   0.2
+  8860.95 |    8861.433 [Fe II]    1745943594     39  4.0E-02 -16.4 0/0 4A
   8860.95 |    8862.783  H  I        67244044      7  1.0E+00 -62.1 0/0 4A
   8860.96 |    8863.490 [Cr III]   1612735507     38  1.2E-03 -85.6 1/0 9C
   8860.62 | >  8868.923 [Fe I]     1744841731     56  1.1E-03-280.8 5/0 0<

Observed Line:  8867.53  2.2E-02  S/N:    18.82 FWHM:  33.9
+  8862.80 |    8862.783  H  I        67244044      7  1.0E+00   0.5 0/0 1A
   8862.81 |    8863.490 [Cr III]   1612735507     38  1.2E-03 -23.0 1/0 8B
   8862.81 | >  8865.306$ Ne I       671108102    648  6.0E-05 -84.5 0/0 0<

Observed Line:  8893.93  3.0E-04  S/N:     6.94 FWHM:  24.2
   8889.18 |    8888.320 [V  II]    1544595468     54  6.9E-05  29.1 5/0 9D
   8889.18 |    8889.993  Fe I      1745274003      8  3.4E-05 -27.4 4/0 9D
   8888.86 |    8889.800  Ca I      1342418967      6  1.8E-06 -31.8 1/0 9D
   8889.18 |    8890.169  Fe I      1745366202      8  3.0E-05 -33.3 3/0 9D
   8889.18 |    8890.240 [V  II]    1544597517     54  6.7E-05 -35.7 2/0 9D
   8889.20 |    8890.510  Cr II     1611925715      6  5.3E-06 -44.4 2/0 * 
   8889.18 |    8890.716$ Ni I      1879296082      7  1.5E-06 -51.7 0/0 8C
   8889.20 |    8890.900  Fe II     1746099348      6  1.3E-03 -57.5 6/0 7A
   8889.18 |    8890.912$ Fe I      1745593585      7  2.7E-05 -58.4 0/0 7A
   8889.18 | >  8891.913 [Fe II]    1745894407     55  4.5E-01 -92.1 4/0 0<

Observed Line:  8898.39  1.5E-03  S/N:     8.92 FWHM:  31.8
   8893.65 |    8892.510$ S  II     1074896962      6  2.6E-05  38.5 0/0 7 
   8893.64 |    8892.626  Fe I]     1745157246     24  6.6E-07  34.2 4/0 * 
   8893.64 |    8892.723$ Si I       939601938      7  2.7E-05  30.9 0/0 7 
+  8893.64 |    8893.420  Cr I      1610853481      6  6.8E-07   7.4 5/0 7 
+  8893.65 |    8893.530  Cr II     1611916484      6  6.1E-06   4.1 3/0 6B
+  8893.65 |    8893.570  Fe II]    1746274559     22  4.4E-06   2.8 2/0 6B
+  8893.64 |    8893.872$ Ni I      1879306325      7  1.5E-06  -7.8 0/0 5A
+  8893.64 |    8893.900  Cr I      1610852456      6  6.8E-07  -8.8 5/0 7 
   8893.64 |    8894.160$ Fe I      1745604853      7  2.7E-05 -17.6 0/0 6B
   8893.63 |    8894.210$ O  II      538075225      6  2.8E-06 -19.5 0/0 7 
   8893.64 |    8895.280 [Cr II]    1611718674     54  6.5E-04 -55.3 3/0 7 
   8893.65 |    8895.300  Cr II     1612027120      6  2.9E-06 -55.6 8/0 * 
   8893.64 | >  8896.090 [Ni II]    1880107015     54  7.7E-03 -82.6 0/0 0<

Observed Line:  8952.16  9.5E-04  S/N:     3.52 FWHM:  36.8
   8947.38 |    8946.260  Fe I]     1744929829     24  3.6E-06  37.6 5/0 * 
   8947.38 |    8946.500  Cr I      1610774607      6  9.3E-07  29.6 */0 9 
   8947.37 |    8946.500  O  II      538108006    262  2.8E-06  29.2 2/0 9 
   8947.39 |    8946.770  Cr II     1612365289      6  9.9E-07  20.9 5/0 8 
   8947.39 |    8946.853  Fe II]    1746055278     23  7.5E-05  18.2 4/0 6C
+  8947.38 |    8947.180 [V  II]    1544610853     54  2.5E-05   6.8 4/0 5B
+  8947.38 |    8947.260  Cr I      1610727456      6  1.5E-06   4.1 2/0 6C
+  8947.05 |    8947.000  Ca I      1342683272      4  6.6E-07   1.8 3/0 6C
+  8947.37 |    8947.400$ O  II      538077274      6  2.8E-06  -0.9 0/0 4A
+  8947.39 |    8947.670  Cr II     1612368345      6  9.9E-07  -9.2 4/0 7 
+  8947.39 |    8947.800  Al II      873573425    261  4.9E-06 -13.6 2/0 7 
+  8947.39 |    8947.830  Al II      873480202    262  9.2E-06 -14.6 4/0 6C
   8947.39 |    8948.020  Cr II     1612321214      6  1.0E-06 -21.0 6/1 7  8660.230 -16.4
   8947.39 |    8948.040  Cr II     1612323270      6  1.0E-06 -21.6 4/1 7  9218.790 -17.3
   8947.38 |    8948.108  Fe I      1745197192      8  3.8E-05 -24.4 2/0 8 
   8947.39 |    8948.300$ Ne I       671345690      5  6.0E-05 -30.4 0/0 6C
   8947.39 |    8948.310  Fe II]    1746285848     22  3.7E-06 -30.7 2/0 9 
   8947.38 |    8948.616  Fe I      1745499357      8  2.8E-05 -41.4 4/2 6C 9086.742 -50.3 9087.459 -73.9
   8947.39 |    8948.910  Cr II     1612392004      6  9.1E-07 -50.8 5/0 * 
   8947.38 |    8948.930  Cr I      1610775633      6  9.3E-07 -51.9 5/0 * 
   8947.37 |    8949.060$ O  II      538076250      6  2.8E-06 -56.6 0/0 8 
   8947.38 |    8949.087  Fe I]     1744965707     24  1.9E-06 -57.2 5/1 9  9205.981 -56.3
   8947.38 |    8949.098$ Si I       939600913      7  2.7E-05 -57.5 0/0 7 
   8947.39 |    8949.200  He I       134355985      5  1.0E-04 -60.5 0/0 6C
   8947.38 |    8949.312  Fe I      1745498333      8  2.8E-05 -64.7 4/2 6C 9086.742 -50.3 9087.459 -73.9
   8947.38 |    8949.324$ Fe I      1745599734      7  2.7E-05 -65.1 0/0 7 
   8947.38 |    8949.360  Cr I      1610854508      6  6.8E-07 -66.3 4/0 * 
   8947.39 |    8949.540 [Cr III]   1612738584     38  6.4E-04 -71.9 1/0 7 
   8947.38 |    8949.680  Cr I      1610853484      6  6.8E-07 -77.0 5/0 * 
   8947.39 |    8949.700$ Ne I       671345691      5  6.0E-05 -77.3 0/0 7 
   8947.38 | >  8951.324 [Fe II]    1745934361     55  7.4E-02-132.1 1/0 0<

Observed Line:  9019.79  2.6E-02  S/N:    19.64 FWHM:  33.3
+  9014.98 |    9014.910  H  I        67221516      7  1.0E+00   2.2 0/0 1A
   9014.99 | >  9016.600  C  II      403917980    261  5.8E-04 -53.6 8/0 0<

Observed Line:  9025.49  4.0E-04  S/N:    10.97 FWHM:   1.8
   9020.69 |    9019.750  Cr II     1611915458      6  6.2E-06  31.1 7/0 9 
   9020.67 |    9019.745  Fe I      1745201290      8  3.8E-05  30.9 */0 9 
   9020.69 |    9019.800 [Mn III]   1679894579     53  1.4E-06  29.5 2/0 * 
   9020.67 |    9019.850  Cr I      1610761294      6  9.4E-07  27.4 */0 * 
   9020.67 |    9019.870  C  I       402855968    262  1.9E-04  26.7 2/0 8 
   9020.69 |    9019.910  Cr II     1612137831      6  1.4E-06  25.8 4/0 * 
   9020.34 |    9019.650 [Co I]     1811954695     54  1.8E-06  23.0 5/0 * 
   9020.69 |    9020.070  Ni II     1880578366      6  3.1E-06  20.5 1/0 8 
   9020.69 |    9020.100  C  II      403834941    261  5.8E-04  19.5 1/0 6 
   9020.66 |    9020.300  N  IV      473043064      5  1.2E-06  12.1 0/0 6 
+  9020.34 |    9020.300  Ca I      1342686405      6  6.3E-07   1.4 0/0 4C
+  9020.69 |    9020.645* N  I       470058271    262  5.5E-05   1.4 0/0 3A
+  9020.67 |    9020.760  Cr I      1610895477      6  6.3E-07  -2.9 5/2 3A 9034.030 -14.4 9052.050 -23.7
+  9020.69 |    9020.900  C  II      403917981    261  5.8E-04  -7.1 8/0 5D
+  9020.69 |    9020.900  Fe II]    1746469274     22  1.0E-06  -7.1 2/0 7 
+  9020.69 |    9020.960  Cr II     1612373501      6  9.8E-07  -9.1 7/0 7 
+  9020.69 |    9020.990  Cr II]    1611752505     22  5.3E-06 -10.1 5/0 7 
   9020.66 |    9021.020$ O  II      538092636      6  2.8E-06 -11.9 0/0 6 
   9020.69 |    9021.280  Fe II     1746434426      6  1.1E-04 -19.8 7/0 7 
   9020.69 |    9021.350$ Ar I      1208066066      6  1.9E-06 -22.1 0/0 8 
   9020.34 |    9021.060  Ca I      1342620696      6  1.8E-06 -23.9 2/0 * 
   9020.67 |    9021.587$ Si I       939647004      7  2.5E-05 -30.4 0/0 7 
   9020.67 |    9021.640  Cr I      1610735661      6  1.3E-06 -32.2 2/0 * 
   9020.67 |    9022.006$ Si I       939645980      7  2.5E-05 -44.3 0/0 7 
